OBJECTID,ENTIDAD_TE,codmuni,coddept,Municipio,Divipola_3,Department,Municipality,locs3_project_n,locs1_project_n
3833,Cabecera Municipal,25649,25,San Bernardo,25649,Cundinamarca,San Bernardo,0,0
3834,Cabecera Municipal,25120,25,Cabrera,25120,Cundinamarca,Cabrera,1,0
3835,Cabecera Municipal,25339,25,Gutií©rrez,25339,Cundinamarca,Gutií©rrez,0,0
3836,Cabecera Municipal,25151,25,Cíçqueza,25151,Cundinamarca,Caqueza,0,0
3837,Cabecera Municipal,25845,25,Une,25845,Cundinamarca,Une,0,0
3838,Cabecera Municipal,25594,25,Quetame,25594,Cundinamarca,Quetame,0,0
3839,Cabecera Municipal,25279,25,Fí_meque,25279,Cundinamarca,Fomeque,0,0
3840,Cabecera Municipal,25181,25,Choachí_,25181,Cundinamarca,Choachí_,0,0
3841,CAP. DEPTO Distrito Capital,11001,11,"Bogotíç, D.C.",11001,"Bogotíç, D.C.","Bogotíç, D.C.",0,0
3842,Cabecera Municipal,25754,25,Soacha,25754,Cundinamarca,Soacha,0,0
3843,Cabecera Municipal,25245,25,El Colegio,25245,Cundinamarca,El Colegio,0,0
3844,Cabecera Municipal,25035,25,Anapoima,25035,Cundinamarca,Anapoima,0,0
3845,Cabecera Municipal,25473,25,Mosquera,25473,Cundinamarca,Mosquera,0,0
3847,Cabecera Municipal,25286,25,Funza,25286,Cundinamarca,Funza,0,0
3848,Cabecera Municipal,25123,25,Cachipay,25123,Cundinamarca,Cachipay,0,0
3849,Cabecera Municipal,25596,25,Quipile,25596,Cundinamarca,Quipile,0,0
3850,Cabecera Municipal,25269,25,Facatativíç,25269,Cundinamarca,Facatativíç,0,0
3851,Cabecera Municipal,25260,25,El Rosal,25260,Cundinamarca,El Rosal,0,0
3852,Cabecera Municipal,25718,25,Sasaima,25718,Cundinamarca,Sasaima,0,0
3853,Cabecera Municipal,25214,25,Cota,25214,Cundinamarca,Cota,1,0
3854,Cabecera Municipal,25769,25,Subachoque,25769,Cundinamarca,Subachoque,0,0
3855,Cabecera Municipal,25785,25,Tabio,25785,Cundinamarca,Tabio,0,0
3856,Cabecera Municipal,25175,25,Chí_a,25175,Cundinamarca,Chí_a,0,0
3857,Cabecera Municipal,25126,25,Cajicíç,25126,Cundinamarca,Cajicíç,0,0
3858,Cabecera Municipal,25402,25,La Vega,25402,Cundinamarca,La Vega,0,0
3859,Cabecera Municipal,25658,25,San Francisco,25658,Cundinamarca,San Francisco,0,0
3860,Cabecera Municipal,25777,25,Supatíç,25777,Cundinamarca,Supatíç,0,0
3861,Cabecera Municipal,25377,25,La Calera,25377,Cundinamarca,La Calera,0,0
3862,Cabecera Municipal,25322,25,Guasca,25322,Cundinamarca,Guasca,0,0
3863,Cabecera Municipal,25758,25,Sopí_,25758,Cundinamarca,Sopí_,0,0
3864,Cabecera Municipal,25326,25,Guatavita,25326,Cundinamarca,Guatavita,0,0
3868,Cabecera Municipal,25843,25,Ubatí©,25843,Cundinamarca,Villa de San Diego de Ubate,0,0
3869,Cabecera Municipal,25372,25,Juní_n,25372,Cundinamarca,Juní_n,0,0
3870,Cabecera Municipal,25297,25,Gachetíç,25297,Cundinamarca,Gachetíç,0,0
3871,Cabecera Municipal,25299,25,Gama,25299,Cundinamarca,Gama,0,0
3873,Cabecera Municipal,25436,25,Manta,25436,Cundinamarca,Manta,0,0
3874,Cabecera Municipal,25807,25,Tibirita,25807,Cundinamarca,Tibirita,0,0
3875,Cabecera Municipal,25426,25,Machetíç,25426,Cundinamarca,Macheta,0,0
3876,Cabecera Municipal,25407,25,Lenguazaque,25407,Cundinamarca,Lenguazaque,0,0
3877,Cabecera Municipal,25317,25,Guachetíç,25317,Cundinamarca,Guachetíç,0,0
3878,Cabecera Municipal,25154,25,Carmen De Carupa,25154,Cundinamarca,Carmen de Carupa,0,0
3879,Cabecera Municipal,25745,25,Simijaca,25745,Cundinamarca,Simijaca,0,0
3880,Cabecera Municipal,25871,25,Villagí_mez,25871,Cundinamarca,Villagí_mez,0,0
3881,Cabecera Municipal,25513,25,Pacho,25513,Cundinamarca,Pacho,0,0
3882,Cabecera Municipal,13490,13,Norosi,13490,Bolí_var,Norosí_ (1),0,0
3883,Cabecera Municipal,23682,23,San Josí© De Urí©,23682,Cí_rdoba,San Josí© de Urí©(1),0,0
3884,Cabecera Municipal,19455,19,Miranda,19455,Cauca,Miranda,0,0
3885,Cabecera Municipal,19212,19,Corinto,19212,Cauca,Corinto,0,0
3886,Cabecera Municipal,19573,19,Puerto Tejada,19573,Cauca,Puerto Tejada,0,0
3887,Cabecera Municipal,19845,19,Villa Rica,19845,Cauca,Villa Rica,0,0
3888,Cabecera Municipal,19142,19,Caloto,19142,Cauca,Caloto(1)(3),0,0
3889,Cabecera Municipal,19821,19,Toribí_o,19821,Cauca,Toribio,0,0
3890,Cabecera Municipal,19364,19,Jambalí_,19364,Cauca,Jambalí_,0,0
3891,Cabecera Municipal,19137,19,Caldono,19137,Cauca,Caldono,0,0
3892,Cabecera Municipal,19743,19,Silvia,19743,Cauca,Silvia,0,0
3893,Cabecera Municipal,19548,19,Piendamí_,19548,Cauca,Piendamí_,0,0
3894,Cabecera Municipal,19698,19,Santander De Quilichao,19698,Cauca,Santander de Quilichao,0,0
3895,Cabecera Municipal,19110,19,Buenos Aires,19110,Cauca,Buenos Aires,0,0
3896,Cabecera Municipal,19780,19,Suíçrez,19780,Cauca,Suíçrez,0,0
3897,Cabecera Municipal,19473,19,Morales,19473,Cauca,Morales,0,0
3908,Cabecera Municipal,52565,52,Providencia,52565,Narií±o,Providencia,0,0
3909,Cabecera Municipal,52838,52,Tí_querres,52838,Narií±o,Tí_querres,0,0
3910,Cabecera Municipal,52720,52,Sapuyes,52720,Narií±o,Sapuyes,0,0
3911,Cabecera Municipal,52506,52,Ospina,52506,Narií±o,Ospina,0,0
3912,Cabecera Municipal,52354,52,Imuí©s,52354,Narií±o,Imuí©s,0,0
3913,Cabecera Municipal,52320,52,Guaitarilla,52320,Narií±o,Guaitarilla,0,0
3914,Cabecera Municipal,52352,52,Iles,52352,Narií±o,Iles,0,0
3915,Cabecera Municipal,52317,52,Guachucal,52317,Narií±o,Guachucal,0,0
3916,Cabecera Municipal,52022,52,Aldana,52022,Narií±o,Aldana,0,0
3917,Cabecera Municipal,52585,52,Pupiales,52585,Narií±o,Pupiales,0,0
3918,Cabecera Municipal,52323,52,Gualmatíçn,52323,Narií±o,Gualmatíçn,0,0
3919,Cabecera Municipal,52560,52,Potosí_,52560,Narií±o,Potosí_,0,0
3920,Cabecera Municipal,52215,52,Cí_rdoba,52215,Narií±o,Cí_rdoba,0,0
3921,Cabecera Municipal,52573,52,Puerres,52573,Narií±o,Puerres,0,0
3922,Cabecera Municipal,52287,52,Funes,52287,Narií±o,Funes,0,0
3923,Cabecera Municipal,52788,52,Tangua,52788,Narií±o,Tangua,0,0
3924,Cabecera Municipal,52885,52,Yacuanquer,52885,Narií±o,Yacuanquer,0,0
3925,CAP. DEPTO,52001,52,Pasto,52001,Narií±o,Pasto,0,0
3926,Cabecera Municipal,52036,52,Ancuya,52036,Narií±o,Ancuyíç,0,0
3927,Cabecera Municipal,52678,52,Samaniego,52678,Narií±o,Samaniego,0,0
3928,Cabecera Municipal,52385,52,La Llanada,52385,Narií±o,La Llanada,0,0
3929,Cabecera Municipal,52418,52,Los Andes (Sotomayor),52418,Narií±o,Los Andes,0,0
3930,Cabecera Municipal,19532,19,Patí_a  (El Bordo),19532,Cauca,Patí_a,1,0
3931,Cabecera Municipal,19450,19,Mercaderes,19450,Cauca,Mercaderes,1,0
3932,Cabecera Municipal,19100,19,Bolí_var,19100,Cauca,Bolí_var,1,0
3933,Cabecera Municipal,19290,19,Florencia,19290,Cauca,Florencia,0,1
3934,Cabecera Municipal,19693,19,San Sebastiíçn,19693,Cauca,San Sebastiíçn,1,0
3935,Cabecera Municipal,19397,19,La Vega,19397,Cauca,La Vega,1,0
3936,Cabecera Municipal,19785,19,Sucre,19785,Cauca,Sucre,0,1
3937,Cabecera Municipal,19392,19,La Sierra,19392,Cauca,La Sierra,1,0
3938,Cabecera Municipal,19622,19,Rosas,19622,Cauca,Rosas,0,0
3939,Cabecera Municipal,19807,19,Timbí_o,19807,Cauca,Timbí_o,0,0
3940,Cabecera Municipal,19760,19,Sotaríç (Paispamba),19760,Cauca,Sotara,1,0
3943,Cabecera Municipal,19824,19,Totorí_,19824,Cauca,Totorí_,0,0
3944,Cabecera Municipal,19355,19,Inzíç,19355,Cauca,Inzíç,0,0
3945,Cabecera Municipal,19513,19,Padilla,19513,Cauca,Padilla,0,0
3946,Cabecera Municipal,76243,76,El Aguila,76243,Valle del Cauca,El íguila,0,0
3947,Cabecera Municipal,76041,76,Ansermanuevo,76041,Valle del Cauca,Ansermanuevo,0,0
3948,Cabecera Municipal,76246,76,El Cairo,76246,Valle del Cauca,El Cairo,0,0
4106,Cabecera Municipal,5809,5,Titiribí_,5809,Antioquia,Titiribí_,0,0
3949,Cabecera Municipal,76054,76,Argelia,76054,Valle del Cauca,Argelia,0,0
3950,Cabecera Municipal,76147,76,Cartago,76147,Valle del Cauca,Cartago,0,0
3951,Cabecera Municipal,76020,76,Alcalíç,76020,Valle del Cauca,Alcalíç,0,0
3952,Cabecera Municipal,76497,76,Obando,76497,Valle del Cauca,Obando,0,0
3953,Cabecera Municipal,76823,76,Toro,76823,Valle del Cauca,Toro,0,0
3954,Cabecera Municipal,76863,76,Versalles,76863,Valle del Cauca,Versalles,0,0
3955,Cabecera Municipal,76250,76,El Dovio,76250,Valle del Cauca,El Dovio,0,0
3956,Cabecera Municipal,76400,76,La Unií_n,76400,Valle del Cauca,La Unií_n,0,0
3957,Cabecera Municipal,76622,76,Roldanillo,76622,Valle del Cauca,Roldanillo,0,0
3958,Cabecera Municipal,76403,76,La Victoria,76403,Valle del Cauca,La Victoria,0,0
3959,Cabecera Municipal,76895,76,Zarzal,76895,Valle del Cauca,Zarzal,0,0
3960,Cabecera Municipal,76122,76,Caicedonia,76122,Valle del Cauca,Caicedonia,0,0
3961,Cabecera Municipal,76113,76,Bugalagrande,76113,Valle del Cauca,Bugalagrande,0,0
3987,Cabecera Municipal,52051,52,Arboleda (Berruecos),52051,Narií±o,Arboleda,1,0
3988,Cabecera Municipal,52399,52,La Unií_n,52399,Narií±o,La Unií_n,1,0
3989,Cabecera Municipal,52694,52,San Pedro De Cartago (Cartago),52694,Narií±o,San Pedro de Cartago,0,0
3990,Cabecera Municipal,52203,52,Colí_n (Gí©nova),52203,Narií±o,Colí_n,0,0
3991,Cabecera Municipal,52693,52,San Pablo,52693,Narií±o,San Pablo,1,0
3992,Cabecera Municipal,52378,52,La Cruz,52378,Narií±o,La Cruz,0,0
3993,Cabecera Municipal,52083,52,Belí©n,52083,Narií±o,Belí©n,0,0
3994,Cabecera Municipal,52685,52,San Bernardo,52685,Narií±o,San Bernardo,0,0
3995,Cabecera Municipal,52019,52,Albíçn (San Josí©),52019,Narií±o,Albíçn,0,0
3996,Cabecera Municipal,52110,52,Buesaco,52110,Narií±o,Buesaco,0,0
3997,Cabecera Municipal,52240,52,Chachaguí_,52240,Narií±o,Chachagí_í_,0,0
3998,Cabecera Municipal,52480,52,Narií±o,52480,Narií±o,Narií±o,0,0
3999,Cabecera Municipal,52381,52,La Florida,52381,Narií±o,La Florida,0,0
4000,Cabecera Municipal,52260,52,El Tambo,52260,Narií±o,El Tambo,0,0
4001,Cabecera Municipal,52411,52,Linares,52411,Narií±o,Linares,0,0
4002,Cabecera Municipal,52210,52,Contadero,52210,Narií±o,Contadero,0,0
4003,Cabecera Municipal,19300,19,Guachení©,19300,Cauca,Guachení© (1),0,0
4004,Cabecera Municipal,86749,86,Sibundoy,86749,Putumayo,Sibundoy,0,0
4019,Cabecera Municipal,41503,41,Oporapa,41503,Huila,Oporapa,0,0
4020,Cabecera Municipal,41807,41,Timaníç,41807,Huila,Timaníç,0,0
4021,Cabecera Municipal,41668,41,San Agustí_n,41668,Huila,San Agustí_n,0,0
4027,Cabecera Municipal,73520,73,Palocabildo,73520,Tolima,Palocabildo,0,0
4028,Cabecera Municipal,73443,73,Mariquita,73443,Tolima,Mariquita,0,0
4029,Cabecera Municipal,73283,73,Fresno,73283,Tolima,Fresno,0,0
4030,Cabecera Municipal,73347,73,Herveo,73347,Tolima,Herveo,0,0
4031,Cabecera Municipal,73152,73,Casabianca,73152,Tolima,Casabianca,0,0
4032,Cabecera Municipal,73870,73,Villahermosa,73870,Tolima,Villahermosa,0,0
4033,Cabecera Municipal,73411,73,Lí_bano,73411,Tolima,Lí_bano,0,0
4034,Cabecera Municipal,73461,73,Murillo,73461,Tolima,Murillo,0,0
4035,Cabecera Municipal,73043,73,Anzoíçtegui,73043,Tolima,Anzoíçtegui,0,0
4036,Cabecera Municipal,73861,73,Venadillo,73861,Tolima,Venadillo,0,0
4037,Cabecera Municipal,73408,73,Lí©rida,73408,Tolima,Lí©rida,0,0
4038,Cabecera Municipal,73026,73,Alvarado,73026,Tolima,Alvarado,0,0
4039,Cabecera Municipal,73168,73,Chaparral,73168,Tolima,Chaparral,0,0
4040,Cabecera Municipal,73616,73,Rioblanco,73616,Tolima,Rioblanco,0,0
4041,Cabecera Municipal,73217,73,Coyaima,73217,Tolima,Coyaima,0,0
4042,Cabecera Municipal,73671,73,Saldaí±a,73671,Tolima,Saldaí±a,0,0
4043,Cabecera Municipal,73854,73,Valle De San Juan,73854,Tolima,Valle de San Juan,0,0
4044,Cabecera Municipal,73873,73,Villarrica,73873,Tolima,Villarrica,0,0
4045,Cabecera Municipal,73275,73,Flandes,73275,Tolima,Flandes,0,0
4046,Cabecera Municipal,73200,73,Coello,73200,Tolima,Coello,0,0
4047,Cabecera Municipal,73030,73,Ambalema,73030,Tolima,Ambalema,0,0
4048,Cabecera Municipal,73352,73,Icononzo,73352,Tolima,Icononzo,0,0
4049,Cabecera Municipal,73547,73,Piedras,73547,Tolima,Piedras,0,0
4050,Cabecera Municipal,73226,73,Cunday,73226,Tolima,Cunday,0,0
4051,Cabecera Municipal,63470,63,Montenegro,63470,Quindio,Montenegro,0,0
4052,Cabecera Municipal,63401,63,La Tebaida,63401,Quindio,La Tebaida,0,0
4053,Cabecera Municipal,63548,63,Pijao,63548,Quindio,Pijao,0,0
4054,Cabecera Municipal,63302,63,Gí©nova,63302,Quindio,Gí©nova,0,0
4055,Cabecera Municipal,66682,66,Santa Rosa De Cabal,66682,Risaralda,Santa Rosa de Cabal,0,0
4056,Cabecera Municipal,66440,66,Marsella,66440,Risaralda,Marsella,0,0
4087,Cabecera Municipal,5353,5,Hispania,5353,Antioquia,Hispania,0,0
4057,Cabecera Municipal,66045,66,Apí_a,66045,Risaralda,Apí_a,0,0
4101,Cabecera Municipal,5679,5,Santa Bíçrbara,5679,Antioquia,Santa Bíçrbara,0,0
4102,Cabecera Municipal,5282,5,Fredonia,5282,Antioquia,Fredonia,0,0
4110,Cabecera Municipal,5631,5,Sabaneta,5631,Antioquia,Sabaneta,0,0
4058,Cabecera Municipal,66594,66,Quinchí_a,66594,Risaralda,Quinchí_a,0,0
4059,Cabecera Municipal,27745,27,Sipí_,27745,Chocí_,Sipí_,0,0
4060,Cabecera Municipal,27491,27,Ní_vita,27491,Chocí_,Ní_vita,0,0
4061,Cabecera Municipal,27450,27,Medio San Juan (Andagoya),27450,Chocí_,Medio San Juan,0,0
4062,Cabecera Municipal,27205,27,Condoto,27205,Chocí_,Condoto,0,0
4063,Cabecera Municipal,27361,27,Istmina,27361,Chocí_,Istmina,0,0
4064,Cabecera Municipal,27160,27,Certegui,27160,Chocí_,Cí©rtegui,0,0
4065,Cabecera Municipal,27073,27,Bagadí_,27073,Chocí_,Bagadí_,0,0
4066,Cabecera Municipal,27135,27,El Cantí_n Del San Pablo,27135,Chocí_,El Cantí_n del San Pablo,0,0
4067,Cabecera Municipal,27600,27,Rí_o Quito (Paimadí_),27600,Chocí_,Rí_o Quito,0,0
4068,Cabecera Municipal,27245,27,El Carmen,27245,Chocí_,El Carmen de Atrato,0,0
4069,Cabecera Municipal,27430,27,Medio Baudí_ (Boca De Pepí©),27430,Chocí_,Medio Baudí_,0,0
4070,Cabecera Municipal,27580,27,Rí_o Irí_ (Santa Rita),27580,Chocí_,Rí_o Iro,0,0
4113,Cabecera Municipal,5670,5,San Roque,5670,Antioquia,San Roque,0,0
4114,Cabecera Municipal,5021,5,Alejandrí_a,5021,Antioquia,Alejandrí_a,1,0
4115,Cabecera Municipal,5579,5,Puerto Berrí_o,5579,Antioquia,Puerto Berrí_o,1,2
4116,Cabecera Municipal,5425,5,Maceo,5425,Antioquia,Maceo,0,0
4117,Cabecera Municipal,5885,5,Yalí_,5885,Antioquia,Yalí_,0,0
4118,Cabecera Municipal,5890,5,Yolombí_,5890,Antioquia,Yolombí_,0,0
4072,Cabecera Municipal,17042,17,Anserma,17042,Caldas,Anserma,0,0
4073,Cabecera Municipal,17272,17,Filadelfia,17272,Caldas,Filadelfia,0,0
4133,Cabecera Municipal,5411,5,Liborina,5411,Antioquia,Liborina,0,1
4134,Cabecera Municipal,5086,5,Belmira,5086,Antioquia,Belmira,0,0
4135,Cabecera Municipal,5264,5,Entrerrios,5264,Antioquia,Entrerrios,0,0
4136,Cabecera Municipal,5686,5,Santa Rosa De Osos,5686,Antioquia,Santa Rosa de Osos,0,0
4137,Cabecera Municipal,5310,5,Gí_mez Plata,5310,Antioquia,Gí_mez Plata,0,0
4138,Cabecera Municipal,5150,5,Carolina,5150,Antioquia,Carolina,0,0
4139,Cabecera Municipal,5031,5,Amalfi,5031,Antioquia,Amalfi,0,0
4140,Cabecera Municipal,5858,5,Vegachí_,5858,Antioquia,Vegachí_,0,0
4141,Cabecera Municipal,5893,5,Yondí_ (Casabe),5893,Antioquia,Yondí_,0,2
4142,Cabecera Municipal,5604,5,Remedios,5604,Antioquia,Remedios,0,0
4143,Cabecera Municipal,5736,5,Segovia,5736,Antioquia,Segovia,0,0
4144,Cabecera Municipal,5040,5,Anorí_,5040,Antioquia,Anorí_,0,0
4145,Cabecera Municipal,5134,5,Campamento,5134,Antioquia,Campamento,0,0
4074,Cabecera Municipal,17777,17,Supí_a,17777,Caldas,Supí_a,0,0
4075,Cabecera Municipal,17388,17,La Merced,17388,Caldas,La Merced,0,0
4076,Cabecera Municipal,17653,17,Salamina,17653,Caldas,Salamina,0,0
4077,Cabecera Municipal,17513,17,Píçcora,17513,Caldas,Píçcora,0,0
4078,Cabecera Municipal,17013,17,Aguadas,17013,Caldas,Aguadas,0,0
4079,Cabecera Municipal,17541,17,Pensilvania,17541,Caldas,Pensilvania,0,0
4080,Cabecera Municipal,17662,17,Samaníç,17662,Caldas,Samaníç,0,0
4081,Cabecera Municipal,17495,17,Norcasia,17495,Caldas,Norcasia,0,0
4082,Cabecera Municipal,17050,17,Aranzazu,17050,Caldas,Aranzazu,0,0
4083,Cabecera Municipal,5364,5,Jardí_n,5364,Antioquia,Jardí_n,0,0
4084,Cabecera Municipal,5034,5,Andes,5034,Antioquia,Andes,0,0
4085,Cabecera Municipal,5368,5,Jericí_,5368,Antioquia,Jericí_,0,0
4086,Cabecera Municipal,5576,5,Pueblorrico,5576,Antioquia,Pueblorrico,0,0
4088,Cabecera Municipal,5789,5,Tíçmesis,5789,Antioquia,Tíçmesis,0,0
4089,Cabecera Municipal,5390,5,La Pintada,5390,Antioquia,La Pintada,0,0
4090,Cabecera Municipal,5002,5,Abejorral,5002,Antioquia,Abejorral,1,0
4091,Cabecera Municipal,5756,5,Sonsí_n,5756,Antioquia,Sonson,1,0
4092,Cabecera Municipal,5483,5,Narií±o,5483,Antioquia,Narií±o,1,0
4093,Cabecera Municipal,5055,5,Argelia,5055,Antioquia,Argelia,0,1
4094,Cabecera Municipal,5585,5,Puerto Nare,5585,Antioquia,Puerto Nare,0,2
4095,Cabecera Municipal,5649,5,San Carlos,5649,Antioquia,San Carlos,1,0
4096,Cabecera Municipal,5667,5,San Rafael,5667,Antioquia,San Rafael,1,0
4097,Cabecera Municipal,5197,5,Cocorníç,5197,Antioquia,Cocorníç,1,0
4098,Cabecera Municipal,5697,5,Santuario,5697,Antioquia,El Santuario,1,0
4099,Cabecera Municipal,5376,5,La Ceja,5376,Antioquia,La Ceja,1,0
4100,Cabecera Municipal,5400,5,La Union,5400,Antioquia,La Unií_n,1,0
4103,Cabecera Municipal,5861,5,Venecia,5861,Antioquia,Venecia,0,0
4104,Cabecera Municipal,5642,5,Salgar,5642,Antioquia,Salgar,0,0
4105,Cabecera Municipal,5209,5,Concordia,5209,Antioquia,Concordia,0,0
4107,Cabecera Municipal,5030,5,Amagíç,5030,Antioquia,Amagíç,0,0
4108,Cabecera Municipal,5036,5,Angelí_polis,5036,Antioquia,Angelí_polis,0,0
4109,Cabecera Municipal,5129,5,Caldas,5129,Antioquia,Caldas,0,0
4111,Cabecera Municipal,5380,5,La Estrella,5380,Antioquia,La Estrella,0,0
4112,Cabecera Municipal,5266,5,Envigado,5266,Antioquia,Envigado,0,0
4119,Cabecera Municipal,5190,5,Cisneros,5190,Antioquia,Cisneros,0,0
4120,Cabecera Municipal,5690,5,Santo Domingo,5690,Antioquia,Santo Domingo,0,0
4121,Cabecera Municipal,5079,5,Barbosa,5079,Antioquia,Barbosa,0,0
4122,Cabecera Municipal,5237,5,Don Matí_as,5237,Antioquia,Don Matí_as,0,0
4123,Cabecera Municipal,5308,5,Girardota,5308,Antioquia,Girardota,0,0
4124,Cabecera Municipal,5212,5,Copacabana,5212,Antioquia,Copacabana,0,0
4125,Cabecera Municipal,5088,5,Bello,5088,Antioquia,Bello,0,0
4126,Cabecera Municipal,5318,5,Guarne,5318,Antioquia,Guarne,1,0
4127,Cabecera Municipal,5664,5,San Pedro,5664,Antioquia,San Pedro,0,0
4128,Cabecera Municipal,5125,5,Caicedo,5125,Antioquia,Caicedo,0,0
4129,Cabecera Municipal,5847,5,Urrao,5847,Antioquia,Urrao,0,0
4130,Cabecera Municipal,5873,5,Vigí_a Del Fuerte,5873,Antioquia,Vigí_a del Fuerte,0,0
4131,Cabecera Municipal,5284,5,Frontino,5284,Antioquia,Frontino,0,0
4132,Cabecera Municipal,5004,5,Abriaquí_,5004,Antioquia,Abriaquí_,0,0
4146,Cabecera Municipal,5658,5,San Josí© De La Montaí±a,5658,Antioquia,San Josí© de La Montaí±a,0,0
4153,Cabecera Municipal,5819,5,Toledo,5819,Antioquia,Toledo,0,0
4154,Cabecera Municipal,5361,5,Ituango,5361,Antioquia,Ituango,0,0
4155,Cabecera Municipal,5107,5,Briceí±o,5107,Antioquia,Briceí±o,0,0
4147,Cabecera Municipal,5647,5,San Andrí©s,5647,Antioquia,San Andrí©s de Cuerquí_a,0,0
4148,Cabecera Municipal,5628,5,Sabanalarga,5628,Antioquia,Sabanalarga,0,0
4149,Cabecera Municipal,5113,5,Buriticíç,5113,Antioquia,Buriticíç,0,0
4150,Cabecera Municipal,5138,5,Caí±asgordas,5138,Antioquia,Caí±asgordas,0,0
4156,Cabecera Municipal,5854,5,Valdivia,5854,Antioquia,Valdivia,0,0
4157,Cabecera Municipal,5895,5,Zaragoza,5895,Antioquia,Zaragoza,0,0
4158,Cabecera Municipal,5250,5,El Bagre,5250,Antioquia,El Bagre,0,0
4159,Cabecera Municipal,5495,5,Nechí_,5495,Antioquia,Nechí_,0,0
4160,Cabecera Municipal,5172,5,Chigorodí_,5172,Antioquia,Chigorodí_,0,0
4151,Cabecera Municipal,5842,5,Uramita,5842,Antioquia,Uramita,0,0
4152,Cabecera Municipal,5543,5,Peque,5543,Antioquia,Peque,0,0
4161,Cabecera Municipal,5045,5,Apartadí_,5045,Antioquia,Apartadí_,0,0
4162,Cabecera Municipal,5147,5,Carepa,5147,Antioquia,Carepa,0,0
4163,Cabecera Municipal,5665,5,San Pedro De Urabíç,5665,Antioquia,San Pedro de Uraba,0,0
4164,Cabecera Municipal,5315,5,Guadalupe,5315,Antioquia,Guadalupe,0,0
4165,Cabecera Municipal,23807,23,Tierralta,23807,Cí_rdoba,Tierralta,0,0
4166,Cabecera Municipal,23855,23,Valencia,23855,Cí_rdoba,Valencia,0,0
4167,Cabecera Municipal,23417,23,Lorica,23417,Cí_rdoba,Lorica,0,0
4196,Cabecera Municipal,13760,13,Soplaviento,13760,Bolí_var,Soplaviento,0,0
4197,Cabecera Municipal,13433,13,Mahates,13433,Bolí_var,Mahates,0,0
4198,Cabecera Municipal,13052,13,Arjona,13052,Bolí_var,Arjona,0,0
4199,Cabecera Municipal,13836,13,Turbaco,13836,Bolí_var,Turbaco,0,0
4200,Cabecera Municipal,13838,13,Turbana,13838,Bolí_var,Turbaníç,0,0
4201,Cabecera Municipal,13442,13,Maria La Baja,13442,Bolí_var,Marí_a La Baja,1,0
4202,Cabecera Municipal,13657,13,San Juan Nepomuceno,13657,Bolí_var,San Juan Nepomuceno,1,0
4203,Cabecera Municipal,13654,13,San Jacinto,13654,Bolí_var,San Jacinto,1,0
4204,Cabecera Municipal,13244,13,El Carmen De Bolí_var,13244,Bolí_var,El Carmen de Bolí_var,1,0
4205,Cabecera Municipal,13894,13,Zambrano,13894,Bolí_var,Zambrano,1,1
4206,Cabecera Municipal,13212,13,Cí_rdoba,13212,Bolí_var,Cí_rdoba,1,1
4207,Cabecera Municipal,13430,13,Maganguí©,13430,Bolí_var,Maganguí©,0,1
4208,Cabecera Municipal,13780,13,Talaigua Nuevo,13780,Bolí_var,Talaigua Nuevo,0,0
4209,Cabecera Municipal,13188,13,Cicuco,13188,Bolí_var,Cicuco,0,0
4210,Cabecera Municipal,13468,13,Mompí_s,13468,Bolí_var,Mompí_s,0,0
4211,Cabecera Municipal,13650,13,San Fernando,13650,Bolí_var,San Fernando,0,0
4213,Cabecera Municipal,13667,13,San Martí_n De Loba,13667,Bolí_var,San Martí_n de Loba,0,0
4214,Cabecera Municipal,13268,13,El Peí±í_n,13268,Bolí_var,El Peí±í_n,0,0
4215,Cabecera Municipal,13580,13,Regidor,13580,Bolí_var,Regidor,0,2
4216,Cabecera Municipal,13042,13,Arenal,13042,Bolí_var,Arenal,1,1
4217,Cabecera Municipal,13744,13,Simití_,13744,Bolí_var,Simití_,1,1
4218,Cabecera Municipal,13670,13,San Pablo,13670,Bolí_var,San Pablo,0,1
4219,Cabecera Municipal,13458,13,Montecristo,13458,Bolí_var,Montecristo,0,0
4225,Cabecera Municipal,8296,8,Galapa,8296,Atlíçntico,Galapa,0,0
4226,Cabecera Municipal,8758,8,Soledad,8758,Atlíçntico,Soledad,0,0
4227,Cabecera Municipal,8433,8,Malambo,8433,Atlíçntico,Malambo,0,0
4228,Cabecera Municipal,8078,8,Baranoa,8078,Atlíçntico,Baranoa,0,0
4229,Cabecera Municipal,8558,8,Polonuevo,8558,Atlíçntico,Polonuevo,0,0
4230,Cabecera Municipal,8634,8,Sabanagrande,8634,Atlíçntico,Sabanagrande,0,0
4231,Cabecera Municipal,8638,8,Sabanalarga,8638,Atlíçntico,Sabanalarga,0,0
4232,Cabecera Municipal,8141,8,Candelaria,8141,Atlíçntico,Candelaria,0,0
4233,Cabecera Municipal,8436,8,Manatí_,8436,Atlíçntico,Manatí_,0,0
4234,Cabecera Municipal,8137,8,Campo De La Cruz,8137,Atlíçntico,Campo de La Cruz,0,0
4235,Cabecera Municipal,8770,8,Suan,8770,Atlíçntico,Suan,0,0
4236,Cabecera Municipal,8606,8,Repelí_n,8606,Atlíçntico,Repelí_n,0,0
4298,Cabecera Municipal,68867,68,Vetas,68867,Santander,Vetas,0,0
4299,Cabecera Municipal,68169,68,Charta,68169,Santander,Charta,0,0
4300,Cabecera Municipal,68820,68,Tona,68820,Santander,Tona,0,0
